,BQ_score,BQ_score_percentile,V_score,V_score_percentile,BQ_RoC_score_percentile,BQ_growth_score_percentile,BQ_profitability_score_percentile,BQ_asset_intensity_score_percentile,BQ_capital_structure_score_percentile,BQ_reinvestment_score_percentile,BQ_shareholder_score_percentile
FSI,248.5,0.898,223.722,0.758,0.885,0.913,0.886,0.365,0.971,0.044,0.318
CERO,76.4,0.467,-173.825,0.171,0.831,0.557,0.241,0.355,0.175,0.438,0.638
JAN,1.8,0.283,225.079,0.76,0.749,0.127,0.492,0.984,0.026,0.438,0.071
UAMY,134.6,0.628,-171.792,0.175,0.429,0.58,0.788,0.374,0.597,0.438,0.374
KTEL,-137.8,0.08,-177.83,0.161,0.063,0.277,0.059,0.909,0.206,0.044,0.259
SNIPF,-30.8,0.218,-139.192,0.238,0.087,0.758,0.1,0.93,0.823,0.438,0.071
ITRM,-99.8,0.115,-292.766,0.012,0.063,0.145,0.241,0.271,0.493,0.438,0.211
ZCAR,-50.3,0.184,-226.921,0.072,0.903,0.401,0.015,0.319,0.126,0.807,0.638
TCRT,-32.0,0.216,-205.97,0.109,0.352,0.277,0.438,0.239,0.708,0.807,0.071
HLTH,-239.8,0.021,-101.525,0.302,0.013,0.105,0.015,0.231,0.813,0.807,0.213
BIOF,63.5,0.433,-256.95,0.04,0.945,0.543,0.241,0.271,0.226,0.438,0.171
MULN,-49.1,0.186,13.648,0.463,0.392,0.543,0.131,0.558,0.279,0.807,0.071
ELBM,23.9,0.334,-159.45,0.198,0.766,0.64,0.241,0.271,0.765,0.438,0.071
GMM,519.1,1.0,258.832,0.805,0.997,0.955,0.967,1.0,0.952,0.91,0.638
ATHE,-60.6,0.167,-45.177,0.384,0.034,0.301,0.241,0.271,0.44,0.438,0.265
CPSH,193.5,0.789,95.172,0.582,0.598,0.855,0.455,0.817,0.858,0.438,0.327
CSLR,-46.8,0.19,-171.228,0.176,0.849,0.42,0.015,0.574,0.175,0.438,0.638
BYU,16.8,0.318,195.874,0.721,0.25,0.839,0.172,0.698,0.455,0.438,0.071
UBX,-220.7,0.028,-141.988,0.231,0.114,0.219,0.038,0.325,0.593,0.807,0.071
XGN,19.6,0.324,-142.788,0.23,0.126,0.114,0.349,0.938,0.416,0.993,0.218
BENF,-35.9,0.209,154.926,0.665,0.175,0.028,0.702,0.638,0.073,0.438,0.638
CREV,-285.8,0.009,-215.334,0.094,0.013,0.021,0.015,0.168,0.257,0.807,0.638
CTHCF,-72.4,0.151,275.104,0.825,0.671,0.145,0.241,0.271,0.688,0.438,0.071
FENG,26.0,0.341,26.6,0.481,0.435,0.093,0.475,0.305,0.958,0.854,0.287
YQ,75.2,0.463,-3.249,0.441,0.423,0.107,0.349,0.861,0.946,0.807,0.952
UTSI,10.4,0.304,-106.158,0.294,0.314,0.072,0.29,0.917,0.763,0.807,0.325
CHR,184.8,0.767,532.58,0.992,0.783,0.853,0.942,0.941,0.716,0.044,0.071
EYEN,-260.6,0.015,-214.271,0.095,0.013,0.009,0.131,0.559,0.384,0.807,0.071
WHLM,61.9,0.43,20.254,0.472,0.453,0.59,0.327,0.072,0.904,0.438,0.638
EKSO,-46.5,0.19,-182.228,0.151,0.013,0.869,0.349,0.094,0.594,0.807,0.071
BIXT,19.4,0.323,-256.95,0.04,0.997,0.191,0.241,0.271,0.209,0.438,0.071
NRSN,-128.9,0.088,-53.2,0.374,0.063,0.145,0.241,0.271,0.566,0.438,0.15
CHSN,-139.8,0.078,-144.07,0.228,0.063,0.084,0.084,0.872,0.026,0.438,0.638
WETH,-31.7,0.216,443.241,0.966,0.253,0.327,0.4,0.604,0.355,0.044,0.174
AITX,-57.9,0.172,-283.55,0.019,0.749,0.43,0.091,0.877,0.126,0.807,0.007
SGMA,-21.8,0.236,209.323,0.739,0.092,0.361,0.374,0.624,0.099,0.438,0.28
CLDI,18.7,0.322,-256.95,0.04,0.997,0.009,0.241,0.173,0.226,0.438,0.942
CHUC,-69.1,0.155,-180.623,0.154,0.392,0.316,0.08,0.702,0.16,0.874,0.176
OCX,-331.0,0.004,-127.514,0.261,0.063,0.043,0.015,0.172,0.293,0.807,0.071
CNFN,-15.1,0.249,-257.678,0.038,0.749,0.837,0.091,0.666,0.126,0.438,0.071
AMPG,119.0,0.583,-117.314,0.278,0.582,0.524,0.572,0.073,0.805,0.942,0.32
HUGE,-6.2,0.265,-177.584,0.161,0.392,0.145,0.241,0.271,0.458,0.438,0.936
BIOR,-152.9,0.068,-283.55,0.019,0.707,0.292,0.091,0.064,0.126,0.807,0.071
SCIA,325.8,0.97,275.718,0.826,0.923,0.993,0.641,0.858,0.793,0.044,0.358
FPAY,77.5,0.469,63.876,0.535,0.945,0.405,0.299,0.322,0.169,0.438,0.261
APCX,-105.5,0.109,-242.725,0.055,0.063,0.841,0.091,0.192,0.282,0.807,0.071
PEV,5.4,0.292,-274.839,0.025,0.063,0.795,0.438,0.013,0.747,0.438,0.264
PMEC,-4.0,0.271,-187.603,0.14,0.031,0.33,0.433,0.966,0.091,0.438,0.208
GDTC,-110.2,0.105,-185.029,0.144,0.063,0.145,0.241,0.271,0.1,0.438,0.287
MSS,72.0,0.455,-104.347,0.297,0.063,0.39,0.705,0.911,0.226,0.438,0.638
LPTV,-170.8,0.055,-204.943,0.111,0.063,0.313,0.066,0.939,0.026,0.438,0.071
BFRG,48.7,0.397,-173.134,0.173,0.945,0.543,0.131,0.471,0.226,0.807,0.167
LSTA,-54.2,0.178,-149.633,0.219,0.207,0.225,0.241,0.271,0.387,0.438,0.215
CDIO,-114.3,0.1,-242.725,0.055,0.063,0.621,0.038,0.068,0.746,0.807,0.638
CNTX,-93.7,0.122,-180.813,0.154,0.013,0.145,0.241,0.271,0.421,0.438,0.638
CLRO,85.3,0.49,-34.086,0.398,0.912,0.366,0.639,0.063,0.734,0.85,0.156
AMEN,380.0,0.99,163.073,0.676,0.945,0.906,0.999,0.898,0.392,0.438,0.282
JYD,56.9,0.417,70.634,0.546,0.305,0.743,0.432,0.963,0.151,0.044,0.165
QSEP,9.0,0.3,-256.95,0.04,0.842,0.45,0.241,0.271,0.126,0.438,0.17
LCGMF,10.4,0.303,-204.791,0.112,0.315,0.391,0.241,0.271,0.726,0.438,0.248
DRRX,33.7,0.36,-147.274,0.223,0.063,0.354,0.349,0.81,0.592,0.807,0.387
INDP,-93.2,0.123,-180.292,0.156,0.013,0.145,0.241,0.271,0.434,0.438,0.638
SWAG,97.5,0.522,60.205,0.53,0.268,0.472,0.423,0.676,0.875,0.438,0.638
PGTK,-366.0,0.001,419.21,0.955,0.013,0.009,0.015,0.342,0.026,0.044,0.322
VIVK,-98.0,0.117,-181.296,0.153,0.063,0.277,0.349,0.67,0.237,0.438,0.071
HUSA,52.2,0.405,-198.362,0.123,0.436,0.695,0.349,0.345,0.544,0.438,0.175
STIX,-86.6,0.131,-63.622,0.358,0.063,0.326,0.015,0.969,0.292,0.923,0.272
PGEZF,-98.6,0.116,-199.846,0.12,0.207,0.094,0.241,0.271,0.364,0.438,0.188
SLGL,-347.0,0.003,-224.042,0.075,0.013,0.012,0.015,0.452,0.661,0.807,0.071
NOM,47.2,0.392,5.381,0.452,0.364,0.074,0.922,0.238,0.676,0.438,0.398
BTCS,84.8,0.489,-113.837,0.283,0.871,0.467,0.501,0.723,0.551,0.807,0.007
ULY,172.0,0.733,-177.15,0.163,0.849,0.834,0.113,0.925,0.175,0.99,0.638
ITMSF,-40.8,0.2,-235.479,0.063,0.945,0.245,0.054,0.965,0.226,0.438,0.071
DLPN,77.4,0.469,-182.109,0.151,0.495,0.685,0.411,0.882,0.648,0.438,0.071
TRUG,-22.1,0.235,-207.464,0.106,0.802,0.366,0.068,0.856,0.175,0.438,0.208
CPIX,-86.2,0.131,31.425,0.488,0.137,0.026,0.084,0.828,0.287,0.871,0.974
AZASF,-64.0,0.162,-280.609,0.022,0.037,0.747,0.241,0.271,0.318,0.438,0.071
NISN,10.4,0.304,469.335,0.977,0.2,0.614,0.086,0.747,0.797,0.044,0.929
MRAI,-1.4,0.276,-73.461,0.344,0.063,0.277,0.392,0.913,0.29,0.863,0.184
TXMD,-35.8,0.209,212.528,0.743,0.063,0.277,0.909,0.867,0.226,0.044,0.071
SLNA,57.1,0.418,-177.15,0.163,0.849,0.277,0.349,0.728,0.175,0.438,0.225
POSAF,-16.5,0.246,-194.525,0.129,0.063,0.277,0.806,0.57,0.226,0.438,0.169
CYSM,142.1,0.651,411.333,0.951,0.815,0.838,0.657,0.043,0.126,0.438,0.939
USEA,174.8,0.741,360.438,0.916,0.945,0.758,0.641,0.873,0.534,0.438,0.01
MMTIF,41.7,0.379,-256.95,0.04,0.986,0.428,0.241,0.271,0.126,0.438,0.139
WKEY,-55.6,0.176,-103.443,0.298,0.098,0.371,0.298,0.556,0.662,0.857,0.071
AGSS,55.1,0.413,-256.95,0.04,0.945,0.215,0.43,0.989,0.226,0.438,0.002
JSDA,-99.5,0.115,-141.173,0.232,0.063,0.856,0.015,0.812,0.963,0.438,0.071
CGLCF,-19.6,0.24,-150.362,0.218,0.327,0.543,0.241,0.563,0.42,0.438,0.071
NEON,-298.0,0.007,-203.217,0.115,0.013,0.06,0.015,0.345,0.375,0.807,0.166
RCON,-161.7,0.061,-149.691,0.219,0.089,0.361,0.063,0.18,0.711,0.912,0.071
DUOT,57.4,0.418,-158.337,0.201,0.392,0.758,0.349,0.734,0.179,0.977,0.071
RMCF,-138.9,0.079,-120.092,0.274,0.063,0.179,0.04,0.878,0.739,0.438,0.235
EDUC,-140.7,0.078,299.059,0.854,0.125,0.114,0.125,0.139,0.444,0.438,0.204
WVVI,-73.9,0.149,-98.002,0.307,0.244,0.502,0.101,0.053,0.684,0.438,0.208
OCC,200.6,0.808,-129.774,0.258,0.8,0.795,0.684,0.497,0.615,0.438,0.412
HMMR,-20.9,0.237,-322.974,0.005,0.039,0.584,0.135,0.443,0.652,0.438,0.28
AREN,15.0,0.314,-177.15,0.163,0.749,0.505,0.349,0.76,0.126,0.438,0.071
GBNY,-26.0,0.227,-126.265,0.262,0.418,0.091,0.45,0.144,0.126,0.438,0.944
SONM,110.4,0.558,50.864,0.516,0.392,0.74,0.349,0.98,0.324,0.963,0.071
SNWV,172.5,0.734,-201.263,0.118,0.997,0.934,0.115,0.806,0.226,0.867,0.071
ZIVO,50.9,0.402,-173.825,0.171,0.997,0.38,0.131,0.549,0.226,0.807,0.071
FEDU,-78.3,0.143,75.107,0.552,0.56,0.176,0.015,0.731,0.875,0.438,0.888
EMKR,-168.4,0.057,-101.525,0.302,0.026,0.257,0.091,0.409,0.691,0.845,0.071
CRMZ,275.8,0.931,235.957,0.775,0.909,0.893,0.744,0.79,0.396,0.438,0.638
PYPD,-210.0,0.033,-219.45,0.082,0.013,0.145,0.241,0.271,0.026,0.438,0.071
KOSS,108.4,0.552,-101.593,0.301,0.929,0.496,0.324,0.073,0.821,0.438,0.293
MYNZ,-120.7,0.094,-233.089,0.066,0.392,0.426,0.015,0.666,0.985,0.807,0.071
GETR,-60.2,0.168,-120.705,0.272,0.945,0.101,0.015,0.724,0.226,0.807,0.638
LUMO,-3.2,0.272,-206.515,0.108,0.013,0.313,0.349,0.243,0.557,0.807,0.992
APTO,-58.0,0.172,-187.799,0.14,0.137,0.145,0.241,0.271,0.454,0.438,0.367
MEIP,8.2,0.298,290.234,0.843,0.207,0.235,0.349,0.809,0.09,0.807,0.386
BTM,62.8,0.432,124.657,0.625,0.063,0.507,0.552,0.999,0.226,0.438,0.165
BBGI,-224.8,0.026,-184.65,0.146,0.027,0.061,0.113,0.116,0.153,0.438,0.247
TCTM,104.9,0.542,26.6,0.481,0.125,0.318,0.63,0.975,0.126,0.87,0.933
WVFC,-1.8,0.275,167.869,0.683,0.58,0.391,0.769,0.349,0.026,0.438,0.136
HOFV,-47.6,0.189,-167.049,0.183,0.421,0.46,0.349,0.153,0.505,0.438,0.005
SAI,-106.4,0.108,-54.618,0.372,0.063,0.043,0.349,0.803,0.605,0.922,0.071
IRVRF,-18.7,0.242,-136.325,0.246,0.44,0.679,0.241,0.159,0.479,0.438,0.071
AZ,-15.4,0.248,-167.298,0.183,0.392,0.277,0.349,0.51,0.965,0.807,0.071
LSF,-23.9,0.231,-158.208,0.201,0.207,0.063,0.349,0.99,0.601,0.044,0.245
DMTK,-83.6,0.135,-138.976,0.239,0.013,0.388,0.349,0.464,0.671,0.807,0.071
DTSS,-97.9,0.117,-222.357,0.077,0.882,0.105,0.015,0.978,0.226,0.913,0.071
EVAX,-44.1,0.195,-53.2,0.374,0.392,0.145,0.241,0.271,0.794,0.438,0.196
ILUS,-81.7,0.138,333.13,0.892,0.383,0.758,0.071,0.096,0.056,0.438,0.201
MLGO,7.8,0.297,-56.525,0.369,0.116,0.552,0.072,0.837,0.781,0.859,0.638
TBTC,162.4,0.708,85.789,0.567,0.666,0.838,0.396,0.786,0.59,0.438,0.264
BLOZF,-69.9,0.154,-196.322,0.126,0.176,0.091,0.241,0.271,0.323,0.438,0.638
VRM,-340.5,0.003,-62.148,0.359,0.013,0.003,0.053,0.608,0.062,0.438,0.203
HGTXU,-32.5,0.214,,,0.063,0.145,0.438,0.677,0.226,0.438,0.638
MTR,343.8,0.979,206.983,0.736,0.945,0.637,0.999,0.896,0.505,0.438,0.638
FLGC,-147.2,0.072,-114.295,0.283,0.063,0.277,0.349,0.141,0.497,0.044,0.071
UGRO,-106.7,0.108,-79.762,0.335,0.063,0.202,0.015,0.945,0.946,0.438,0.34
VHC,-422.7,0.0,-207.925,0.105,0.04,0.001,0.015,0.003,0.324,0.807,0.176
KASHF,-19.8,0.24,-78.435,0.337,0.38,0.145,0.241,0.271,0.541,0.438,0.384
LRHC,36.4,0.366,-166.267,0.185,0.945,0.758,0.042,0.675,0.126,0.438,0.267
NEPH,163.2,0.71,-86.884,0.324,0.227,0.792,0.493,0.722,0.948,0.958,0.23
ALPP,-18.0,0.243,-139.65,0.236,0.475,0.508,0.417,0.192,0.82,0.044,0.14
SSBP,65.4,0.439,214.788,0.746,0.366,0.654,0.508,0.212,0.069,0.438,0.638
TKLS,-15.2,0.249,-283.55,0.019,0.749,0.324,0.091,0.625,0.126,0.807,0.306
IPDN,-45.3,0.192,-182.567,0.15,0.132,0.51,0.349,0.687,0.241,0.438,0.071
VVCVF,89.7,0.502,-118.188,0.277,0.749,0.758,0.438,0.555,0.126,0.438,0.181
EPOW,-30.7,0.218,-167.676,0.182,0.063,0.277,0.349,0.405,0.501,0.865,0.211
ARSMF,-3.4,0.272,-260.846,0.035,0.137,0.348,0.241,0.563,0.47,0.438,0.297
SEED,66.5,0.441,240.65,0.782,0.099,0.362,0.88,0.224,0.226,0.982,0.297
SYNX,32.9,0.357,-159.93,0.197,0.152,0.043,0.751,0.894,0.175,0.956,0.638
AIH,50.5,0.401,-60.201,0.362,0.945,0.183,0.519,0.894,0.226,0.438,0.007
AKLI,-149.4,0.071,-193.636,0.13,0.032,0.105,0.091,0.152,0.59,0.807,0.332
SMSI,-168.3,0.057,-66.183,0.354,0.308,0.043,0.051,0.602,0.488,0.807,0.205
SYBX,-121.2,0.094,-179.849,0.157,0.013,0.23,0.349,0.24,0.796,0.807,0.071
RNXT,-34.6,0.211,-216.125,0.09,0.392,0.145,0.241,0.271,0.609,0.438,0.247
WBUY,199.9,0.806,-177.15,0.163,0.849,0.758,0.502,0.916,0.175,0.438,0.638
GIPR,-220.3,0.028,-217.058,0.086,0.101,0.343,0.053,0.734,0.172,0.438,0.002
QMCI,88.2,0.498,2.944,0.449,0.063,0.234,0.682,0.97,0.226,0.938,0.638
WAVE,-177.5,0.051,-128.802,0.259,0.159,0.043,0.038,0.567,0.424,0.807,0.638
PRST,-27.3,0.224,-247.856,0.049,0.924,0.246,0.091,0.905,0.126,0.807,0.071
ETAO,-51.7,0.182,79.8,0.558,0.152,0.206,0.038,0.995,0.285,0.896,0.638
SOS,-254.7,0.016,148.596,0.656,0.063,0.079,0.038,0.745,0.385,0.438,0.071
KALA,-215.8,0.031,-178.946,0.158,0.14,0.221,0.091,0.147,0.026,0.807,0.071
LOCL,-1.4,0.277,-159.36,0.199,0.392,0.741,0.349,0.14,0.559,0.807,0.007
DFCO,33.2,0.358,-239.344,0.059,0.997,0.467,0.087,0.879,0.226,0.044,0.071
TETOF,-157.1,0.065,-209.706,0.102,0.013,0.111,0.241,0.563,0.525,0.438,0.071
TCJH,-160.2,0.063,-85.194,0.326,0.063,0.043,0.054,0.886,0.35,0.438,0.638
DALN,-117.3,0.098,-172.63,0.174,0.013,0.017,0.513,0.946,0.026,0.438,0.208
RBT,-17.1,0.245,-177.15,0.163,0.749,0.699,0.033,0.982,0.126,0.948,0.071
WYY,-41.8,0.198,-90.388,0.319,0.063,0.201,0.096,0.825,0.747,0.438,0.952
EQS,-38.7,0.204,191.683,0.715,0.144,0.116,0.142,0.803,0.661,0.438,0.638
PBSV,37.4,0.368,137.102,0.641,0.659,0.064,0.757,0.809,0.8,0.438,0.175
VRAR,-146.7,0.073,-178.282,0.16,0.013,0.467,0.091,0.346,0.766,0.807,0.071
GVH,78.7,0.473,161.613,0.674,0.945,0.043,0.768,0.978,0.064,0.438,0.174
ZKIN,14.2,0.312,-56.525,0.369,0.294,0.32,0.471,0.607,0.995,0.044,0.18
EAWD,-72.5,0.151,-283.55,0.019,0.945,0.043,0.241,0.391,0.226,0.438,0.071
CWD,24.6,0.335,-203.353,0.114,0.063,0.289,0.696,0.627,0.226,0.438,0.638
UPHL,66.0,0.441,45.286,0.508,0.392,0.381,0.372,0.72,0.439,0.935,0.192
SPND,63.9,0.435,-178.868,0.159,0.408,0.69,0.168,0.197,0.746,0.438,0.872
JCTCF,56.4,0.416,374.129,0.927,0.304,0.264,0.416,0.517,0.877,0.438,0.377
STRM,-83.0,0.136,-187.545,0.14,0.135,0.657,0.122,0.163,0.631,0.828,0.071
ATCMF,-98.1,0.117,121.614,0.62,0.125,0.189,0.081,0.514,0.59,0.438,0.287
PMCB,-0.6,0.278,-136.325,0.246,0.312,0.277,0.241,0.271,0.441,0.438,0.638
UGEIF,46.9,0.392,-243.443,0.053,0.945,0.813,0.034,0.216,0.226,0.975,0.241
MMAT,8.0,0.298,16.443,0.467,0.431,0.675,0.349,0.154,0.719,0.807,0.071
CLCS,25.1,0.338,-256.95,0.04,0.73,0.669,0.241,0.271,0.126,0.438,0.181
OP,-38.7,0.204,-57.654,0.366,0.243,0.758,0.293,0.376,0.453,0.438,0.002
AXDX,25.8,0.34,-217.96,0.085,0.945,0.204,0.349,0.739,0.226,0.807,0.071
ANY,6.9,0.295,-177.315,0.162,0.207,0.688,0.349,0.207,0.462,0.928,0.071
CIIT,-113.4,0.101,-129.446,0.258,0.992,0.062,0.038,0.68,0.226,0.438,0.071
CCLD,-181.7,0.048,-20.953,0.415,0.094,0.013,0.08,0.884,0.802,0.908,0.147
PUBC,163.3,0.71,-328.55,0.003,0.945,0.737,0.349,0.506,0.171,0.438,0.396
TAIT,151.8,0.677,285.248,0.837,0.846,0.417,0.979,0.072,0.643,0.438,0.222
LITM,-41.8,0.198,-159.238,0.199,0.04,0.277,0.241,0.563,0.364,0.438,0.261
TPET,-19.5,0.24,-264.731,0.032,0.33,0.543,0.241,0.271,0.927,0.438,0.071
SVMB,123.6,0.596,-247.07,0.049,0.91,0.725,0.349,0.775,0.126,0.985,0.071
TLPH,-193.3,0.041,-198.766,0.122,0.207,0.043,0.131,0.151,0.562,0.807,0.071
TNREF,-48.3,0.187,-188.722,0.138,0.305,0.444,0.241,0.271,0.478,0.438,0.137
ETST,-124.9,0.091,-84.212,0.328,0.997,0.105,0.015,0.292,0.226,0.438,0.071
SANW,146.2,0.662,437.3,0.963,0.814,0.591,0.538,0.134,0.348,0.972,0.295
FCUV,-212.3,0.032,-221.909,0.078,0.063,0.043,0.015,0.699,0.39,0.807,0.314
DLA,-197.6,0.039,-3.438,0.44,0.142,0.07,0.065,0.17,0.244,0.438,0.272
ATGN,-93.0,0.123,-177.62,0.161,0.034,0.206,0.125,0.604,0.493,0.807,0.221
ATPC,6.4,0.294,-222.028,0.078,0.063,0.277,0.349,0.598,0.778,0.438,0.638
NBIO,27.5,0.344,-253.625,0.044,0.997,0.105,0.241,0.795,0.126,0.438,0.071
WSTL,56.3,0.416,-63.754,0.357,0.222,0.132,0.629,0.451,0.705,0.904,0.638
SPVNF,-65.9,0.16,-248.907,0.048,0.063,0.277,0.349,0.404,0.065,0.807,0.246
JG,-57.3,0.173,-19.166,0.418,0.109,0.091,0.313,0.745,0.237,0.807,0.297
AMS,144.1,0.657,167.467,0.682,0.635,0.554,0.871,0.413,0.708,0.438,0.235
HKIT,141.9,0.65,158.834,0.67,0.682,0.466,0.51,0.72,0.727,0.438,0.638
SEAV,12.2,0.307,-242.725,0.055,0.063,0.322,0.349,0.689,0.553,0.438,0.638
SIF,-39.6,0.203,-198.979,0.122,0.104,0.071,0.55,0.659,0.298,0.438,0.28
ERKH,65.0,0.437,61.565,0.532,0.26,0.449,0.472,0.441,0.151,0.438,0.966
GLTO,-178.2,0.051,-151.516,0.215,0.013,0.043,0.241,0.271,0.445,0.438,0.172
BTOG,-232.7,0.024,-234.805,0.064,0.013,0.105,0.113,0.194,0.585,0.438,0.007
PAVM,-314.3,0.005,-246.05,0.051,0.063,0.043,0.038,0.165,0.279,0.807,0.136
VWE,-171.9,0.054,-184.65,0.146,0.036,0.321,0.066,0.07,0.303,0.438,0.244
BREA,-97.5,0.118,-162.933,0.191,0.945,0.043,0.015,0.795,0.226,0.438,0.287
ATER,-96.7,0.118,-115.005,0.282,0.207,0.061,0.309,0.624,0.756,0.88,0.071
HTCR,-159.1,0.063,-127.388,0.261,0.063,0.043,0.041,0.945,0.064,0.974,0.638
RLBY,-5.4,0.267,22.558,0.476,0.121,0.232,0.127,0.838,0.987,0.438,0.638
AVTBF,41.3,0.378,13.322,0.463,0.278,0.969,0.432,0.014,0.741,0.438,0.071
NHIQ,16.4,0.317,-177.15,0.163,0.795,0.705,0.049,0.723,0.126,0.807,0.399
BMTX,14.7,0.313,-70.583,0.348,0.131,0.47,0.064,0.987,0.927,0.438,0.336
SPI,-132.9,0.084,-177.775,0.161,0.063,0.209,0.407,0.529,0.026,0.438,0.071
ACFN,94.0,0.512,-151.109,0.216,0.138,0.469,0.771,0.494,0.126,0.98,0.384
SSKN,-20.7,0.238,-182.773,0.15,0.089,0.311,0.18,0.502,0.463,0.867,0.281
NERV,-12.1,0.254,-173.825,0.171,0.945,0.327,0.241,0.271,0.126,0.438,0.071
YJ,-32.5,0.214,26.6,0.481,0.119,0.09,0.085,0.988,0.998,0.438,0.865
CNGGF,-85.0,0.133,-218.921,0.084,0.013,0.454,0.349,0.317,0.575,0.807,0.134
NRBO,-23.6,0.232,-158.186,0.201,0.392,0.556,0.241,0.271,0.659,0.438,0.071
XELB,-51.9,0.182,-80.641,0.333,0.556,0.107,0.099,0.239,0.985,0.438,0.349
LBSR,-180.0,0.049,-216.125,0.09,0.063,0.145,0.241,0.159,0.226,0.438,0.071
TGGI,-54.5,0.177,-209.886,0.101,0.152,0.145,0.131,0.638,0.516,0.438,0.638
INIS,130.3,0.615,-169.498,0.179,0.738,0.697,0.473,0.466,0.18,0.93,0.229
CNVS,-86.2,0.131,-101.525,0.302,0.108,0.711,0.055,0.593,0.595,0.438,0.159
OMH,113.2,0.566,-131.008,0.256,0.945,0.277,0.16,0.908,0.226,0.807,0.638
GYRO,20.0,0.325,,,0.287,0.341,0.241,0.638,0.269,0.438,0.638
MIGI,-107.2,0.107,-139.65,0.236,0.392,0.277,0.091,0.418,0.747,0.438,0.071
SMGI,87.3,0.495,-51.067,0.377,0.749,0.838,0.434,0.846,0.126,0.438,0.071
DMEHF,8.2,0.298,-136.429,0.242,0.04,0.927,0.438,0.15,0.398,0.438,0.071
MHUA,50.6,0.401,282.323,0.833,0.182,0.654,0.127,0.206,0.772,0.868,0.948
ETCC,44.4,0.385,-154.151,0.21,0.152,0.356,0.161,0.967,0.069,0.968,0.638
PHGE,-73.7,0.149,-181.839,0.152,0.063,0.145,0.241,0.271,0.614,0.438,0.304
TGEN,-84.7,0.134,-101.255,0.303,0.114,0.248,0.075,0.099,0.999,0.87,0.638
PT,-46.0,0.191,-10.9,0.43,0.892,0.277,0.015,0.678,0.126,0.833,0.413
TTOO,-85.5,0.133,-196.494,0.126,0.749,0.277,0.015,0.622,0.126,0.807,0.638
HOLO,20.3,0.326,411.517,0.951,0.063,0.824,0.05,0.906,0.991,0.807,0.638
UMAC,-89.3,0.128,-138.47,0.239,0.152,0.043,0.241,0.355,0.408,0.438,0.638
ATIP,99.2,0.526,-58.237,0.365,0.882,0.25,0.523,0.651,0.226,0.438,0.261
IBIO,-294.3,0.008,-334.233,0.002,0.013,0.001,0.241,0.173,0.625,0.438,0.071
FTFT,-72.2,0.151,-70.814,0.348,0.474,0.107,0.097,0.38,0.496,0.971,0.189
GRFX,-29.4,0.22,1.902,0.447,0.392,0.333,0.377,0.371,0.199,0.931,0.071
LASE,-67.8,0.157,-142.888,0.23,0.121,0.729,0.043,0.363,0.68,0.438,0.287
ABCP,110.0,0.557,-256.95,0.04,0.882,0.543,0.241,0.563,0.226,0.438,0.638
SRM,25.0,0.337,,,0.287,0.341,0.241,0.709,0.269,0.438,0.638
NXL,-111.0,0.104,-313.244,0.007,0.063,0.277,0.349,0.218,0.435,0.438,0.071
PIRS,-97.8,0.117,-71.335,0.347,0.392,0.043,0.349,0.186,0.187,0.807,0.215
BHV,20.9,0.327,71.072,0.546,0.174,0.043,0.922,0.348,0.684,0.438,0.894
DOMH,-63.6,0.163,-136.325,0.246,0.063,0.145,0.241,0.271,0.321,0.438,0.935
VPRB,8.6,0.299,,,0.287,0.145,0.149,0.982,0.269,0.438,0.638
ORGS,-87.4,0.13,-191.911,0.133,0.145,0.167,0.349,0.103,0.383,0.847,0.178
TBBA,139.7,0.644,410.68,0.951,0.737,0.856,0.584,0.232,0.069,0.438,0.638
LIQT,-35.9,0.208,-151.99,0.214,0.207,0.079,0.349,0.221,0.86,0.981,0.194
GMTLF,1.0,0.281,-205.918,0.109,0.221,0.603,0.131,0.355,0.422,0.438,0.293
TSRI,216.6,0.843,327.15,0.886,0.339,0.905,0.425,0.935,0.979,0.438,0.875
OTRK,-282.7,0.01,-159.389,0.199,0.063,0.043,0.015,0.904,0.365,0.807,0.004
SGLY,-24.9,0.229,-209.984,0.101,0.013,0.253,0.349,0.543,0.624,0.438,0.638
SRNEQ,-223.0,0.027,54.908,0.522,0.063,0.257,0.091,0.15,0.026,0.807,0.071
WNDW,-89.0,0.128,-184.263,0.147,0.207,0.043,0.241,0.271,0.324,0.438,0.638
CLRD,-2.7,0.273,-223.133,0.077,0.697,0.591,0.349,0.453,0.126,0.438,0.071
FGCO,58.7,0.422,-251.306,0.047,0.534,0.104,0.424,0.901,0.506,0.438,0.36
ASTC,-148.2,0.071,-176.755,0.164,0.098,0.214,0.015,0.559,0.427,0.807,0.888
ANTE,-207.6,0.034,-210.599,0.1,0.392,0.277,0.015,0.678,0.308,0.044,0.071
VBIV,4.7,0.29,-268.01,0.03,0.063,0.277,0.349,0.557,0.642,0.807,0.413
LCHD,141.8,0.65,-283.55,0.019,0.945,0.906,0.349,0.542,0.126,0.807,0.15
NRXS,66.7,0.442,-164.383,0.188,0.945,0.519,0.015,0.873,0.226,0.986,0.638
OTLC,93.9,0.512,-220.743,0.079,0.919,0.543,0.241,0.271,0.689,0.438,0.19
PLAG,-138.2,0.08,-31.479,0.402,0.063,0.302,0.107,0.865,0.693,0.044,0.071
AUSI,-218.5,0.029,-283.55,0.019,0.651,0.108,0.015,0.582,0.126,0.807,0.071
